PdEId;PdEVersion;ZdCId;ZdCVersion;ZdAId;ZdAVersion;ArRId;ArRVersion;ArTId;ArTVersion
;;479897;1208854;45908;45908-1208854;37242;1118660-45908;50145214;1267303-1118660
;;70038;70038;50347;50347-70038;29203;1133027-50347;50003343;1133007-1133027
;;70038;70038;50347;50347-70038;29204;1133023-50347;50122677;1268017-1133023
;;70051;70051;58214;58214-70051;39623;961618-58214;50142344;1267594-961618
;;70081;70081;50916;50916-70081;39630;39630-50916;50142352;1267586-39630
;;70096;70096;50239;50239-70096;39339;39339-50239;50125517;1267789-39339
;;70029;70029;50237;50237-70029;35962;822494-50237;50125525;1331052-822494
;;70029;70029;50237;50237-70029;35961;925464-50237;50002845;1182516-925464
;;70165;70165;50217;50217-70165;39501;39501-50217;50122206;1268080-39501
;;70118;70118;50218;50218-70118;27496;27496-50218;50122167;1331804-27496
;;71624;71624;57277;57277-71624;26428;26428-57277;50122943;1267935-26428
;;414773;1031952;463663;1030631-1031952;463682;1030702-1030631;50146962;1259597-1030702
;;414770;629652;414769;629650-629652;414768;629648-629650;50146148;1267191-629648
;;70210;999403;473867;1208873-999403;24177;24177-1208873;50145186;1262456-24177
;;70210;999403;473867;1208873-999403;22896;22896-1208873;50125405;1262924-22896
;;70220;70220;50226;50226-70220;37700;1333412-50226;50122188;1268092-1333412
;;70264;70264;57936;57936-70264;39503;39503-57936;50145570;1330068-39503
;;71713;71713;50354;50354-71713;37056;37056-50354;50144187;1330310-37056
;;71708;71708;50410;50410-71708;26576;26576-50410;50123126;1267901-26576
;;71704;71704;53185;53185-71704;27384;814759-53185;50122765;1267979-814759
;;71718;655336;47900;47900-655336;474002;1107086-47900;50159101;1107085-1107086
;;71718;655336;473595;1099838-655336;472486;1099821-1099838;50116485;1384864-1099821
;;71718;655336;473595;1099838-655336;37672;770078-1099838;50145471;1267267-770078
;;70392;70392;57516;57516-70392;19773;19773-57516;50142362;1267582-19773
;;71659;71659;51615;51615-71659;27142;27142-51615;50143273;1330508-27142
;;70339;70339;44065;44065-70339;12410;12410-44065;50141396;1267662-12410
;;71685;71685;58384;58384-71685;27904;27904-58384;50144189;1267412-27904
;;71695;71695;57253;57253-71695;27906;27906-57253;50144188;1374617-27906
;;71692;71692;50398;50398-71692;37501;37501-50398;50122963;1267917-37501
;;70384;70384;50223;50223-70384;27508;27508-50223;50143427;1330474-27508
;;70511;70511;50211;50211-70511;27498;27498-50211;50122157;1268116-27498
;;70536;70536;45875;45875-70536;24454;961623-45875;50123043;1267907-961623
;;70483;70483;45885;45885-70483;25270;25270-45885;50145228;1330125-25270
;;70483;70483;45880;45880-70483;35826;1250872-45880;50143294;1364191-1250872
;;463667;1031961;463679;1031963-1031961;463678;1030687-1031963;50146961;1259598-1030687
;;69774;976537;48067;976536-976537;21658;783820-976536;50091534;1245233-783820
;;69777;69777;57492;57492-69777;37203;37203-57492;50145198;1330131-37203
;;69874;69874;51184;51184-69874;26595;26595-51184;50145637;1267247-26595
;;69880;69880;58172;58172-69880;26895;721587-58172;50145662;1330021-721587
;;69880;69880;58172;58172-69880;21778;21778-58172;50145664;1330019-21778
;;69970;69970;50341;50341-69970;39657;39657-50341;50145677;1267212-39657
;;69985;69985;50228;50228-69985;35965;928923-50228;50002857;1196902-928923
;;69985;69985;50228;50228-69985;35965;928923-50228;50125520;1331057-928923
;;69996;69996;50917;50917-69996;39620;961704-50917;50122184;1268096-961704
;;69905;970156;58271;58271-970156;27605;27605-58271;50142371;1267573-27605
;;69902;69902;58278;58278-69902;39659;39659-58278;50145670;1267219-39659
;;69947;69947;53220;53220-69947;41715;41715-53220;50122171;1268102-41715
;;69953;69953;57519;57519-69953;27612;27612-57519;50142369;1267575-27612
;;69958;69958;42253;42253-69958;35949;1015086-42253;50003967;1201174-1015086
;;69958;69958;42253;42253-69958;462739;1251725-42253;50003968;1201225-1251725
;;426138;845653;422535;759585-845653;30214;30214-759585;50142456;1267550-30214
;;412568;480415;45715;45715-480415;39596;39596-45715;50004166;1142574-39596
;;412732;667472;412400;730230-667472;27536;667465-730230;50141368;1267675-667465
;;73023;73023;422414;812085-73023;27787;27787-812085;50125598;1267751-27787
;;73038;73038;44188;44188-73038;27766;928220-44188;50125568;1267770-928220
;;73040;73040;42682;42682-73040;22905;22905-42682;50142238;1267632-22905
;;73041;73041;50880;50880-73041;27767;1039237-50880;50125595;1267754-1039237
;;73078;73078;50255;50255-73078;39523;913369-50255;50143220;1267466-913369
;;73084;73084;53214;53214-73084;27551;807307-53214;50143222;1330532-807307
;;73007;1249287;47814;877446-1249287;27854;1249288-877446;50141355;1267679-1249288
;;73146;1187745;50364;1187746-1187745;26020;26020-1187746;50122866;1267943-26020
;;73143;1187743;479088;1187742-1187743;479089;1187741-1187742;50147489;1276210-1187741
;;73141;73141;50374;50374-73141;36258;36258-50374;50141961;1267643-36258
;;73137;1258683;51752;51752-1258683;479090;1258696-51752;50147488;1187553-1258696
;;73131;73131;58350;58350-73131;36319;36319-58350;50122820;1267955-36319
;;73300;73300;50310;50310-73300;27370;27370-50310;50122624;1331639-27370
;;72015;72015;50522;663430-72015;2241;1038965-663430;50123672;1266934-1038965
;;72015;72015;50522;663430-72015;27657;921203-663430;50123666;1266940-921203
;;72025;72025;57042;57042-72025;425846;836744-57042;50122265;1267148-836744
;;72174;72174;58308;58308-72174;26961;26961-58308;50143758;1266428-26961
;;72184;72184;46074;46074-72184;36559;36559-46074;50124712;1266758-36559
;;72127;72127;50661;50661-72127;40021;40021-50661;50141450;1330896-40021
;;72125;72125;46063;46063-72125;7980;7980-46063;50124033;1266816-7980
;;73450;73450;43257;43257-73450;19048;926154-43257;50063074;1166258-926154
;;73450;73450;43257;43257-73450;19401;1001697-43257;50005888;1151003-1001697
;;72147;72147;50723;50723-72147;27008;27008-50723;50124719;1266751-27008
;;73482;73482;46222;46222-73482;472517;1080591-46222;50118732;1111169-1080591
;;73482;73482;473610;1100241-73482;19147;910651-1100241;50006065;1150918-910651
;;73482;73482;473610;1100241-73482;420641;805085-1100241;50146428;1266206-805085
;;73482;73482;473610;1100241-73482;38139;1217673-1100241;50070481;1172186-1217673
;;73482;73482;473610;1100241-73482;19232;921930-1100241;50110657;1139960-921930
;;72161;72161;46075;46075-72161;40786;40786-46075;50142611;1266571-40786
;;479983;1210564;44895;44895-1210564;36900;36900-44895;50144654;1266342-36900
;;479919;1208941;42613;42613-1208941;36223;36223-42613;50122824;1267070-36223
;;72217;72217;463871;1034863-72217;34133;34133-1034863;50144402;1266392-34133
;;72227;72227;46079;46079-72227;25565;862225-46079;50142821;1266532-862225
;;72223;72223;53687;53687-72223;24282;24282-53687;50143084;1330564-24282
;;72262;72262;46082;46082-72262;26981;26981-46082;50144427;1266383-26981
;;72274;72274;50734;50734-72274;25881;667723-50734;50124028;1331356-667723
415732;657753;73699;1016202;473817;1103305-1016202;10226;10226-1103305;50065783;1172367-10226
415732;657753;73699;1016202;473817;1103305-1016202;10221;10221-1103305;50065778;1172364-10221
415732;657753;73699;1016202;473817;1103305-1016202;471707;1077301-1103305;50117508;1077300-1077301
;;72302;72302;52074;52074-72302;9896;1012016-52074;50123654;1299892-1012016
;;72450;72450;58095;58095-72450;425850;836767-58095;50122224;1267152-836767
;;72484;887671;43546;887674-887671;13091;1216882-887674;50006261;1204363-1216882
;;72484;887671;43546;887674-887671;27673;27673-887674;50144622;1266347-27673
;;72416;72416;55650;55650-72416;30044;30044-55650;50145565;1330070-30044
;;72427;72427;50705;50705-72427;36707;36707-50705;50123247;1266989-36707
;;72432;72432;58098;58098-72432;24616;894203-58098;50142710;1266563-894203
;;72433;72433;58345;58345-72433;26465;1363196-58345;50123795;1266909-1363196
;;72445;72445;45595;45595-72445;27150;27150-45595;50123867;1266892-27150
;;72520;72520;46113;46113-72520;424937;812795-46113;50123515;1266967-812795
;;72521;72521;51248;51248-72521;27937;27937-51248;50144318;1265226-27937
;;72628;72628;46088;46088-72628;26992;26992-46088;50142836;1330620-26992
;;73975;73975;58693;58693-73975;28925;28925-58693;50146119;1266234-28925
;;72727;72727;55657;55657-72727;28341;816290-55657;50142808;1266545-816290
;;72727;72727;55657;55657-72727;426512;858864-55657;50146808;1266158-858864
;;72727;72727;55657;55657-72727;28342;816285-55657;50142798;1266553-816285
;;72754;72754;44082;44082-72754;24928;24928-44082;50124012;1266834-24928
;;72754;72754;44082;44082-72754;38668;38668-44082;50069132;1211002-38668
;;72752;72752;44179;44179-72752;37175;861857-44179;50069117;1211021-861857
;;72790;72790;49717;752768-72790;462087;976946-752768;50099839;1215854-976946
;;72790;72790;49717;752768-72790;38695;724187-752768;50069190;1210950-724187
;;72790;72790;49717;752768-72790;29472;29472-752768;50142805;1360893-29472
;;71814;71814;50325;50325-71814;30073;1210871-50325;50122709;1267085-1210871
;;71783;71783;47227;47227-71783;7844;7844-47227;50123117;1267010-7844
;;71913;71913;51627;51627-71913;26530;1257392-51627;50142562;1330663-1257392
;;71948;71948;50380;50380-71948;25972;909772-50380;50143586;1266451-909772
;;71948;71948;50380;50380-71948;36981;36981-50380;50122885;1267045-36981
;;71945;71945;44212;44212-71945;26166;26166-44212;50143907;1370326-26166
;;71975;71975;50534;50534-71975;25951;25951-50534;50123778;1266917-25951
;;71987;71987;50523;50523-71987;27658;838957-50523;50144587;1266360-838957
;;71987;71987;50523;50523-71987;26446;838960-50523;50123671;1266935-838960
;;71981;71981;57976;57976-71981;26515;1211729-57976;50145597;1370300-1211729
;;71979;71979;44802;44802-71979;25953;25953-44802;50123768;1266927-25953
;;71979;71979;44802;44802-71979;22415;22415-44802;50122220;1267156-22415
;;71990;71990;57076;57076-71990;26526;26526-57076;50142566;1266578-26526
;;71904;71904;51101;51101-71904;26522;26522-51101;50142548;1266584-26522
;;426396;860660;426395;860659-860660;426394;857504-860659;50146559;1266187-857504
;;424920;811108;45624;45624-811108;29482;29482-45624;50123939;1260174-29482
;;462755;1016303;462754;1016301-1016303;462796;1016086-1016301;50146931;1266154-1016086
;;480352;1219474;479977;1212056-1219474;479980;1219479-1212056;50147627;1266138-1219479
;;420402;994419;420401;994418-994419;480107;1219607-994418;50147647;1266129-1219607
;;420410;732972;420409;732970-732972;480114;1219609-732970;50147658;1266125-1219609
;;74043;988425;58896;58896-988425;462136;988116-58896;50146796;988115-988116
;;74043;988425;58896;58896-988425;30125;30125-58896;50145041;1330142-30125
;;74043;988425;58896;58896-988425;30121;988430-58896;50121404;1267174-988430
;;74065;74065;58934;58934-74065;35140;35140-58934;50146185;1266233-35140
;;421885;753780;421884;753778-753780;421883;753776-753778;50146489;1266203-753776
;;421885;753780;421884;753778-753780;421886;753784-753778;50146490;1266202-753784
;;73144;73144;57506;57506-73144;36480;36480-57506;50141464;1266656-36480
;;73144;73144;57506;57506-73144;36476;36476-57506;50141439;1266681-36476
;;73167;73167;52124;52124-73167;36468;36468-52124;50141442;1266678-36468
;;73161;73161;51756;51756-73161;36243;36243-51756;50122842;1267056-36243
;;73189;73189;50927;50927-73189;37658;815245-50927;50125632;1266747-815245
;;73184;73184;47259;47259-73184;28491;1333584-47259;50122846;1267052-1333584
;;73100;73100;45021;45021-73100;27297;27297-45021;50141470;1330888-27297
;;73133;73133;50362;50362-73133;36479;36479-50362;50122841;1267057-36479
;;73276;73276;50378;50378-73276;37620;1251472-50378;50122896;1331554-1251472
;;73274;810332;50309;50309-810332;27371;27371-50309;50122591;1267105-27371
;;73282;73282;51071;51071-73282;36441;1006050-51071;50126167;1330963-1006050
;;73228;73228;43715;43715-73228;22607;22607-43715;50122548;1267114-22607
;;73229;73229;44452;44452-73229;26100;26100-44452;50122510;1267136-26100
;;73232;73232;50855;50855-73232;27430;27430-50855;50122538;1267124-27430
;;73240;73240;50856;50856-73240;36220;36220-50856;50122540;1331653-36220
;;73395;73395;43025;43025-73395;19156;815143-43025;50123426;1265840-815143
;;73394;898177;50940;898176-898177;19464;910411-898176;50120463;1172323-910411
;;72017;72017;51077;51077-72017;470632;1073151-51077;50118622;1381003-1073151
;;73346;73346;43703;43703-73346;427606;917572-43703;50141505;1265509-917572
;;73368;73368;43574;43574-73368;19380;926739-43574;50005574;1139587-926739
;;73367;73367;44656;44656-73367;19085;917489-44656;50005699;1151095-917489
;;73367;73367;44656;44656-73367;19358;883096-44656;50005698;1151094-883096
;;73365;73365;43556;43556-73365;19450;926713-43556;50005566;1151075-926713
;;72030;72030;51246;51246-72030;27942;27942-51246;50144571;1265180-27942
;;73376;1216843;51735;1216842-1216843;29924;1216835-1216842;50005197;1140166-1216835
;;73374;73374;57292;57292-73374;18840;1251760-57292;50141515;1265499-1251760
;;73374;73374;57292;57292-73374;15104;1251756-57292;50141499;1265514-1251756
;;73374;73374;57292;57292-73374;15104;1251756-57292;50005571;1151024-1251756
;;73426;73426;57365;57365-73426;18953;930124-57365;50005702;1139708-930124
;;72345;72345;53709;53709-72345;28804;884164-53709;50145366;1265121-884164
;;72369;72369;50481;50481-72369;29478;29478-50481;50123551;1265799-29478
;;72369;72369;50481;50481-72369;15189;15189-50481;50123581;1364594-15189
;;73695;73695;463909;1035614-73695;421047;749255-1035614;50146465;1265065-749255
;;73695;73695;463909;1035614-73695;22565;22565-1035614;50145295;1265127-22565
;;72363;72363;55655;55655-72363;40585;40585-55655;50124046;1299882-40585
;;72455;72455;57233;57233-72455;28332;28332-57233;50142884;1265317-28332
;;72469;72469;44752;44752-72469;19360;19360-44752;50161247;1202537-19360
;;72465;72465;44735;44735-72465;36990;1103022-44735;50142613;1330643-1103022
;;72476;72476;50454;50454-72476;26909;26909-50454;50123380;1265873-26909
;;72494;72494;50455;50455-72494;7861;7861-50455;50123400;1265863-7861
;;72423;72423;58355;58355-72423;27936;27936-58355;50144328;1265217-27936
;;72419;72419;51252;51252-72419;40083;40083-51252;50144323;1364141-40083
;;72441;1234570;51628;1234569-1234570;26524;26524-1234569;50123834;1331378-26524
;;72441;1234570;51628;1234569-1234570;26523;26523-1234569;50123865;1331376-26523
;;72589;72589;43920;43920-72589;39579;39579-43920;50145185;1265133-39579
;;72584;72584;42281;42281-72584;22536;22536-42281;50123916;1265678-22536
;;72509;72509;50958;50958-72509;37304;37304-50958;50123203;1265929-37304
;;72525;72525;50961;50961-72525;28335;28335-50961;50123965;1265642-28335
;;72531;72531;46107;46107-72531;34192;887723-46107;50124708;1265579-887723
;;72545;72545;43482;43482-72545;37438;884204-43482;50142932;1265285-884204
;;72551;72551;44851;44851-72551;40788;929461-44851;50123661;1364590-929461
;;72564;72564;44403;44403-72564;7917;1361074-44403;50024964;1032205-1361074
;;72564;72564;44403;44403-72564;7917;1361074-44403;50123915;1265679-1361074
;;72713;72713;56742;56742-72713;20530;925502-56742;50005625;1189436-925502
;;72706;72706;44142;44142-72706;36570;928110-44142;50005621;1189434-928110
;;72706;72706;44142;44142-72706;22512;928139-44142;50124063;1265618-928139
;;72707;72707;50543;50543-72707;29099;916607-50543;50005420;1139954-916607
;;72720;668862;42855;855400-668862;19023;925532-855400;50123851;1265723-925532
;;72697;898163;427256;898040-898163;427257;916610-898040;50005471;1189447-916610
;;72612;72612;46160;46160-72612;28324;28324-46160;50123475;1265831-28324
;;72606;72606;46159;46159-72606;19884;1220097-46159;50142892;1265309-1220097
;;72645;72645;46102;46102-72645;420851;928375-46102;50123658;1265790-928375
;;72644;72644;46101;46101-72644;26443;841151-46101;50123657;1265791-841151
;;72644;72644;46101;46101-72644;426617;870861-46101;50123207;1265925-870861
;;72642;1180788;46164;1180789-1180788;427731;909074-1180789;50120787;1189804-909074
;;72638;72638;44686;44686-72638;14686;1232586-44686;50120839;1189811-1232586
;;72638;72638;44686;44686-72638;28319;1039180-44686;50142887;1265314-1039180
;;72638;72638;44686;44686-72638;28319;1039180-44686;50120824;1189805-1039180
;;72649;72649;46097;46097-72649;28139;28139-46097;50123893;1265696-28139
;;73994;73994;58711;58711-73994;29304;29304-58711;50123208;1265924-29304
;;72751;910705;427117;895150-910705;427116;895148-895150;50146606;1265050-895148
;;72766;855504;57289;855503-855504;19117;1209561-855503;50110685;1379509-1209561
;;72770;72770;50447;50447-72770;37414;838701-50447;50123351;1331467-838701
;;71701;71701;58378;58378-71701;24937;24937-58378;50145255;1265132-24937
;;71725;71725;473732;1102361-71725;24938;24938-1102361;50142556;1265384-24938
;;71698;71698;57273;57273-71698;18795;1332918-57273;50122936;1265976-1332918
